original_source_line,new_release_line,multiplicity,permutation_source_to_release
26220,181982,16,0;1;3;2
26221,182657,16,0;1;3;2
26222,174946,16,0;1;2;3
26223,53061,16,0;3;2;1
26224,52189,16,0;3;1;2
26225,74453,16,0;3;1;2
26226,82678,16,0;3;1;2
26227,179264,16,0;1;3;2
26228,146059,16,0;3;1;2
26229,82516,16,0;2;3;1
26230,181200,16,0;1;3;2
26231,73730,16,0;3;1;2
26232,45700,16,0;3;2;1
26233,164487,16,0;3;1;2
26234,142598,16,0;3;1;2
26235,183409,16,0;1;2;3
26236,99599,16,0;3;1;2
26237,170747,16,0;3;1;2
26238,20337,16,0;3;2;1
26239,45955,16,0;3;2;1
26240,182055,16,0;1;3;2
26241,52965,16,0;3;2;1
26242,131741,16,0;3;1;2
26243,110476,16,0;3;1;2
26244,74648,16,0;3;1;2
26245,182717,16,0;3;1;2
26246,66032,16,0;3;2;1
26247,171349,16,0;3;1;2
26248,123234,16,0;3;1;2
26249,74865,16,0;3;1;2
26250,74156,16,0;3;2;1
26251,183641,16,0;1;3;2
26252,73643,16,0;3;1;2
26253,72103,16,0;3;1;2
26254,73907,16,0;3;1;2
26255,181576,16,0;1;3;2
26256,133997,16,0;3;1;2
26257,122740,16,0;3;1;2
26258,155275,16,0;3;1;2
26259,179634,16,0;1;3;2
26260,184532,16,0;1;2;3
26261,119364,16,0;2;1;3
26262,120688,16,0;3;1;2
26263,110437,16,0;3;1;2
26264,50793,16,0;3;2;1
26265,20720,16,0;3;2;1
26266,20262,16,0;3;2;1
26267,24501,16,0;3;2;1
26268,52385,16,0;3;2;1
26269,101823,16,0;2;1;3
26270,92127,16,0;3;1;2
26271,184496,16,0;1;3;2
26272,111821,16,0;2;1;3
26273,112373,16,0;3;1;2
26274,75229,16,0;3;2;1
26275,100070,16,0;3;1;2
26276,50820,16,0;2;3;1
26277,25047,16,0;3;2;1
26278,99890,16,0;3;1;2
26279,50807,16,0;3;2;1
26280,44531,16,0;3;2;1
26281,121678,16,0;3;1;2
26282,52687,16,0;3;2;1
26283,45293,16,0;3;2;1
26284,52696,16,0;3;2;1
26285,121871,16,0;3;1;2
26286,52707,16,0;3;2;1
26287,154125,16,0;3;1;2
26288,74157,16,0;3;2;1
26289,92817,16,0;3;1;2
26290,91528,16,0;3;1;2
26291,91680,16,0;3;1;2
26292,84226,16,0;3;2;1
26293,101820,16,0;3;1;2
26294,104317,16,0;3;1;2
26295,84147,16,0;3;2;1
26296,92087,16,0;3;1;2
26297,93229,16,0;3;2;1
26298,112999,16,0;3;1;2
26299,142534,16,0;3;1;2
26300,73733,16,0;3;2;1
26301,113602,16,0;3;1;2
26302,154598,16,0;3;1;2
26303,102723,16,0;3;1;2
26304,185766,16,0;1;2;3
26305,122285,16,0;3;1;2
26306,81144,16,0;3;2;1
26307,23865,16,0;3;2;1
26308,105875,16,0;3;2;1
26309,67678,16,0;3;2;1
26310,121643,16,0;3;2;1
26311,122536,16,0;3;2;1
26312,92690,16,0;3;2;1
26313,80907,16,0;2;3;1
26314,67795,16,0;3;2;1
26315,122623,16,0;3;2;1
26316,121689,16,0;2;3;1
26317,114771,16,0;3;2;1
26318,186117,16,0;1;2;3
26319,23399,16,0;3;2;1
26320,120761,16,0;3;2;1
26321,66751,16,0;3;2;1
26322,102956,16,0;3;2;1
26323,67153,16,0;3;2;1
26324,155589,16,0;3;1;2
26325,55258,16,0;3;2;1
26326,104812,16,0;3;2;1
26327,85648,16,0;3;2;1
26328,174379,16,0;3;1;2
26329,104337,16,0;2;3;1
26330,35878,16,0;2;3;1
26331,99807,16,0;1;3;2
26332,170906,16,0;3;2;1
26333,36411,16,0;3;2;1
26334,160860,16,0;1;3;2
26335,34108,16,0;3;2;1
26336,34181,16,0;3;2;1
26337,161192,16,0;1;3;2
26338,36877,16,0;2;3;1
26339,36259,16,0;2;3;1
26340,169523,16,0;1;2;3
26341,164410,16,0;1;3;2
26342,171225,16,0;1;2;3
26343,36887,16,0;2;3;1
26344,171172,16,0;1;3;2
26345,36257,16,0;2;3;1
26346,172112,16,0;1;3;2
26347,63495,16,0;3;1;2
26348,177877,16,0;1;3;2
26349,119463,16,0;3;1;2
26350,179154,16,0;1;3;2
26351,36889,16,0;2;3;1
26352,134043,16,0;3;1;2
26353,52270,16,0;3;1;2
26354,35880,16,0;3;1;2
26355,35901,16,0;3;1;2
26356,38054,16,0;3;2;1
26357,181572,16,0;1;3;2
26358,35824,16,0;3;2;1
26359,37494,16,0;3;2;1
26360,75260,16,0;3;1;2
26361,33773,16,0;3;2;1
26362,36389,16,0;3;2;1
26363,36400,16,0;3;2;1
26364,90970,16,0;3;1;2
26365,36316,16,0;3;2;1
26366,146310,16,0;3;1;2
26367,134744,16,0;3;1;2
26368,37356,16,0;2;3;1
26369,113334,16,0;3;1;2
26370,58727,16,0;1;2;3
26371,59218,16,0;1;2;3
26372,59336,16,0;1;2;3
26373,59566,16,0;1;2;3
26374,58601,16,0;1;3;2
26375,58852,16,0;1;3;2
26376,58976,16,0;1;3;2
26377,59098,16,0;1;3;2
26378,64494,16,0;1;2;3
26379,82175,16,0;1;2;3
26380,101432,16,0;1;3;2
26381,101589,16,0;3;1;2
26382,101618,16,0;3;1;2
26383,82090,16,0;3;1;2
26384,120312,16,0;1;2;3
26385,90019,16,0;2;1;3
26386,128128,16,0;1;2;3
26387,132893,16,0;1;2;3
26388,132862,16,0;1;3;2
26389,133071,16,0;3;1;2
26390,88771,16,0;2;1;3
26391,101619,16,0;3;1;2
26392,143628,16,0;1;3;2
26393,72436,16,0;3;2;1
26394,143648,16,0;1;3;2
26395,143649,16,0;1;3;2
26396,44192,16,0;3;1;2
26397,99489,16,0;2;1;3
26398,73318,16,0;3;1;2
26399,170406,16,0;1;3;2
26400,169522,16,0;1;3;2
26401,170489,16,0;1;3;2
26402,44155,16,0;3;2;1
26403,20099,16,0;3;1;2
26404,42794,16,0;3;1;2
26405,62859,16,0;3;1;2
26406,178680,16,0;1;2;3
26407,178839,16,0;1;2;3
26408,119472,16,0;3;1;2
26409,180645,16,0;1;2;3
26410,180835,16,0;1;2;3
26411,180642,16,0;1;3;2
26412,23140,16,0;3;1;2
26413,73168,16,0;3;2;1
26414,162058,16,0;3;1;2
26415,132764,16,0;3;1;2
26416,71865,16,0;2;1;3
26417,62826,16,0;3;2;1
26418,99449,16,0;3;1;2
26419,170495,16,0;3;1;2
26420,169140,16,0;2;1;3
26421,23049,16,0;3;2;1
26422,132865,16,0;3;1;2
26423,44037,16,0;3;2;1
26424,62851,16,0;3;2;1
26425,73072,16,0;2;3;1
26426,50570,16,0;2;3;1
26427,51745,16,0;3;2;1
26428,62860,16,0;3;2;1
26429,62892,16,0;3;2;1
26430,160706,16,0;3;2;1
26431,152089,16,0;3;2;1
26432,33598,16,0;1;3;2
26433,162032,16,0;1;2;3
26434,162020,16,0;1;3;2
26435,20305,16,0;3;1;2
26436,20240,16,0;3;2;1
26437,20708,16,0;3;2;1
26438,34306,16,0;3;2;1
26439,33596,16,0;2;3;1
26440,33569,16,0;3;2;1
26441,35069,16,0;3;2;1
26442,33620,16,0;3;2;1
26443,35095,16,0;3;2;1
26444,390,16,0;1;2;3
26445,645,16,0;1;2;3
26446,771,16,0;1;2;3
26447,896,16,0;1;2;3
26448,1020,16,0;1;2;3
26449,1143,16,0;1;2;3
26450,1265,16,0;1;2;3
26451,1386,16,0;1;2;3
26452,1506,16,0;1;2;3
26453,1625,16,0;1;2;3
26454,1743,16,0;1;2;3
26455,1860,16,0;1;2;3
26456,1976,16,0;1;2;3
26457,2091,16,0;1;2;3
26458,2205,16,0;1;2;3
26459,2318,16,0;1;2;3
26460,9876,16,0;1;2;3
26461,10954,16,0;1;2;3
26462,11012,16,0;1;3;2
26463,11002,16,0;1;2;3
26464,10745,16,0;1;3;2
26465,10746,16,0;1;3;2
26466,11013,16,0;1;3;2
26467,10439,16,0;1;3;2
26468,10440,16,0;1;3;2
26469,11333,16,0;1;2;3
26470,10089,16,0;1;3;2
26471,9848,16,0;1;3;2
26472,10147,16,0;1;3;2
26473,9867,16,0;1;3;2
26474,10282,16,0;1;3;2
26475,10289,16,0;1;3;2
26476,42085,16,0;1;2;3
26477,41966,16,0;1;3;2
26478,42995,16,0;1;2;3
26479,43101,16,0;1;2;3
26480,43112,16,0;1;3;2
26481,51633,16,0;1;2;3
26482,58483,16,0;1;2;3
26483,59452,16,0;1;2;3
26484,100271,16,0;1;3;2
26485,110447,16,0;1;2;3
26486,120259,16,0;1;3;2
26487,142327,16,0;1;3;2
26488,160874,16,0;1;3;2
26489,43839,16,0;3;2;1
26490,72900,16,0;3;1;2
26491,8850,16,0;1;2;3
26492,9100,16,0;1;3;2
26493,8977,16,0;1;3;2
26494,9085,16,0;1;3;2
26495,43214,16,0;3;1;2
26496,152033,16,0;1;3;2
26497,20849,16,0;3;2;1
26498,33543,16,0;3;2;1
26499,89736,16,0;3;1;2
26500,34937,16,0;3;2;1
26501,35320,16,0;3;2;1
26502,11295,16,0;1;2;3
26503,42758,16,0;2;3;1
26504,42775,16,0;2;3;1
26505,132047,16,0;1;3;2
26506,42843,16,0;3;1;2
26507,518,16,0;1;2;3
26508,29922,16,0;1;2;3
26509,30040,16,0;1;2;3
26510,30270,16,0;1;2;3
26511,20833,16,0;2;3;1
26512,29430,16,0;1;3;2
26513,29556,16,0;1;3;2
26514,29680,16,0;1;3;2
26515,29802,16,0;1;3;2
26516,42817,16,0;1;2;3
26517,151614,16,0;1;3;2
26518,34342,16,0;3;2;1
26519,160760,16,0;1;3;2
26520,169191,16,0;1;2;3
26521,21525,16,0;3;1;2
26522,90177,16,0;3;1;2
26523,30156,16,0;1;2;3
26524,192,16,0;1;2;3
26525,17,16,0;1;2;3
26526,191,16,0;1;2;3
