original_source_line,new_release_line,multiplicity,permutation_source_to_release
18975,16358,12,0;3;2;4;1
18976,11519,12,0;4;3;1;2
18977,11519,12,0;4;3;1;2
18978,10431,12,0;3;4;2;1
18979,10431,12,0;3;4;2;1
18980,11266,12,0;4;3;2;1
18981,11266,12,0;4;3;2;1
18982,11347,12,0;3;4;2;1
18983,11347,12,0;3;4;2;1
18984,17299,12,0;3;4;1;2
18985,17299,12,0;3;4;1;2
18986,14791,12,0;2;4;3;1
18987,14791,12,0;2;4;3;1
18988,22721,12,0;3;4;1;2
18989,12503,12,0;4;2;3;1
18990,12503,12,0;4;2;3;1
18991,13093,12,0;4;3;2;1
18992,17862,12,0;4;2;1;3
18993,19154,12,0;4;1;3;2
18994,19016,12,0;3;1;4;2
18995,19016,12,0;3;1;4;2
18996,21393,12,0;2;1;4;3
18997,21393,12,0;2;1;4;3
18998,20541,12,0;4;1;3;2
18999,21741,12,0;3;1;4;2
19000,12409,12,0;2;4;1;3
19001,12409,12,0;2;4;1;3
19002,12453,12,0;4;3;1;2
19003,12453,12,0;4;3;1;2
19004,23223,12,0;3;4;1;2
19005,23223,12,0;3;4;1;2
19006,13205,12,0;4;3;1;2
19007,13205,12,0;4;3;1;2
19008,6818,12,0;3;4;2;1
19009,6818,12,0;3;4;2;1
19010,24258,12,0;4;1;3;2
19011,24258,12,0;4;1;3;2
19012,11489,12,0;4;3;2;1
19013,20655,12,0;4;1;2;3
19014,21800,12,0;4;1;3;2
19015,20520,12,0;4;1;3;2
19016,20520,12,0;4;1;3;2
19017,21822,12,0;4;3;1;2
19018,11587,12,0;3;4;1;2
19019,11587,12,0;3;4;1;2
19020,8002,12,0;3;4;2;1
19021,8002,12,0;3;4;2;1
19022,8036,12,0;3;4;2;1
19023,8036,12,0;3;4;2;1
19024,20504,12,0;4;1;3;2
19025,20504,12,0;4;1;3;2
19026,16367,12,0;4;3;1;2
19027,10687,12,0;2;4;3;1
19028,10687,12,0;2;4;3;1
19029,22368,12,0;4;3;2;1
19030,14213,12,0;4;3;2;1
19031,14213,12,0;4;3;2;1
19032,12393,12,0;3;2;4;1
19033,12393,12,0;3;2;4;1
19034,16242,12,0;4;2;1;3
19035,8037,12,0;4;3;2;1
19036,8037,12,0;4;3;2;1
19037,20653,12,0;4;3;1;2
19038,20653,12,0;4;3;1;2
19039,24536,12,0;4;3;1;2
19040,24536,12,0;4;3;1;2
19041,6533,12,0;4;3;2;1
19042,6533,12,0;4;3;2;1
19043,10627,12,0;3;2;4;1
19044,10627,12,0;3;2;4;1
19045,7178,12,0;3;2;4;1
19046,10624,12,0;4;3;2;1
19047,10624,12,0;4;3;2;1
19048,8159,12,0;3;4;1;2
19049,8159,12,0;3;4;1;2
19050,10688,12,0;4;3;2;1
19051,10688,12,0;4;3;2;1
19052,6624,12,0;4;2;3;1
19053,6624,12,0;4;2;3;1
19054,15712,12,0;4;2;3;1
19055,15712,12,0;4;2;3;1
19056,21268,12,0;4;2;3;1
19057,21268,12,0;4;2;3;1
19058,21707,12,0;4;1;3;2
19059,21707,12,0;4;1;3;2
19060,10900,12,0;3;1;2;4
19061,10900,12,0;3;1;2;4
19062,24106,12,0;2;1;3;4
19063,8786,12,0;4;3;2;1
19064,8786,12,0;4;3;2;1
19065,16045,12,0;1;3;4;2
19066,16045,12,0;1;3;4;2
19067,24583,12,0;4;2;3;1
19068,18762,12,0;1;2;4;3
19069,9865,12,0;4;3;1;2
19070,9782,12,0;3;4;2;1
19071,17420,12,0;4;1;2;3
19072,17847,12,0;4;1;2;3
19073,9706,12,0;3;4;2;1
19074,9706,12,0;3;4;2;1
19075,24301,12,0;4;2;3;1
19076,24301,12,0;4;1;3;2
19077,21535,12,0;1;2;4;3
19078,21535,12,0;1;2;4;3
19079,21676,12,0;1;3;4;2
19080,21676,12,0;1;4;3;2
19081,13081,12,0;2;4;3;1
19082,21756,12,0;1;4;3;2
19083,21756,12,0;1;4;3;2
19084,21807,12,0;1;4;3;2
19085,21807,12,0;1;4;3;2
19086,22647,12,0;1;2;4;3
19087,22349,12,0;1;3;4;2
19088,22349,12,0;1;3;4;2
19089,7067,12,0;4;2;3;1
19090,7067,12,0;4;2;3;1
19091,22645,12,0;1;4;3;2
19092,22645,12,0;1;4;3;2
19093,22623,12,0;1;4;2;3
19094,22623,12,0;1;4;2;3
19095,7805,12,0;4;3;1;2
19096,7805,12,0;4;3;1;2
19097,23608,12,0;4;1;2;3
19098,23608,12,0;4;1;2;3
19099,9575,12,0;3;4;2;1
19100,9575,12,0;3;4;2;1
19101,9710,12,0;4;2;3;1
19102,9102,12,0;4;3;2;1
19103,9102,12,0;4;3;2;1
19104,6642,12,0;4;3;2;1
19105,6642,12,0;4;3;2;1
19106,8896,12,0;4;2;3;1
19107,8896,12,0;4;3;2;1
19108,9241,12,0;3;4;2;1
19109,9241,12,0;3;4;2;1
19110,14890,12,0;3;4;1;2
19111,14890,12,0;3;4;1;2
19112,15691,12,0;3;4;1;2
19113,15691,12,0;3;4;1;2
19114,9232,12,0;4;3;2;1
19115,19199,12,0;4;1;3;2
19116,18717,12,0;4;1;3;2
19117,18717,12,0;4;1;3;2
19118,24274,12,0;1;2;3;4
19119,24090,12,0;1;3;4;2
19120,24576,12,0;1;2;4;3
19121,9835,12,0;4;3;2;1
19122,9835,12,0;4;3;2;1
19123,24527,12,0;1;4;3;2
19124,7608,12,0;3;4;2;1
19125,7608,12,0;3;4;2;1
19126,22363,12,0;4;1;2;3
19127,7473,12,0;4;3;1;2
19128,24535,12,0;1;4;3;2
19129,24535,12,0;1;4;3;2
19130,24299,12,0;1;4;3;2
19131,24299,12,0;1;4;3;2
19132,24348,12,0;1;3;4;2
19133,14520,12,0;4;3;1;2
19134,14520,12,0;4;3;1;2
19135,9656,12,0;4;2;3;1
19136,9656,12,0;4;2;3;1
19137,9819,12,0;4;3;1;2
19138,7325,12,0;4;3;2;1
19139,7325,12,0;4;3;2;1
19140,9303,12,0;4;3;1;2
19141,9303,12,0;4;3;1;2
19142,21687,12,0;4;1;3;2
19143,12406,12,0;4;1;3;2
19144,12406,12,0;4;1;3;2
19145,24286,12,0;1;4;3;2
19146,9874,12,0;4;3;1;2
19147,9874,12,0;4;3;1;2
19148,9767,12,0;4;3;1;2
19149,9767,12,0;4;3;1;2
19150,9604,12,0;4;3;1;2
19151,9604,12,0;4;3;1;2
19152,16351,12,0;4;1;2;3
19153,10375,12,0;4;2;3;1
19154,10375,12,0;4;2;3;1
19155,9664,12,0;2;4;1;3
19156,9664,12,0;2;4;1;3
19157,9847,12,0;4;3;2;1
19158,9667,12,0;2;4;1;3
19159,9667,12,0;2;4;1;3
19160,9118,12,0;4;2;3;1
19161,9118,12,0;4;2;3;1
19162,18691,12,0;2;1;4;3
19163,9640,12,0;4;2;3;1
19164,9640,12,0;4;2;3;1
19165,18662,12,0;3;1;2;4
19166,18662,12,0;3;1;2;4
19167,17417,12,0;4;1;3;2
19168,9834,12,0;4;3;2;1
19169,9834,12,0;4;3;2;1
19170,7700,12,0;4;3;2;1
19171,7700,12,0;4;3;2;1
19172,11435,12,0;4;3;2;1
19173,11435,12,0;4;3;2;1
19174,12734,12,0;4;3;1;2
19175,14759,12,0;4;2;1;3
19176,14759,12,0;4;2;1;3
19177,9610,12,0;4;2;3;1
19178,9610,12,0;4;2;3;1
19179,17905,12,0;4;3;1;2
19180,20566,12,0;4;1;2;3
19181,9595,12,0;4;3;2;1
19182,9595,12,0;4;3;2;1
19183,9113,12,0;2;4;3;1
19184,9113,12,0;2;4;3;1
19185,9112,12,0;4;2;3;1
19186,9112,12,0;4;2;3;1
19187,9114,12,0;3;4;2;1
19188,9114,12,0;3;4;2;1
19189,9543,12,0;4;3;2;1
19190,9543,12,0;4;3;2;1
19191,9544,12,0;4;3;2;1
19192,9544,12,0;4;3;2;1
19193,14276,12,0;2;4;1;3
19194,14276,12,0;2;4;1;3
19195,23327,12,0;1;4;2;3
19196,9608,12,0;4;3;1;2
19197,9608,12,0;4;3;1;2
19198,6749,12,0;1;4;2;3
19199,6749,12,0;1;4;2;3
19200,13018,12,0;1;2;4;3
19201,13018,12,0;1;2;4;3
19202,16022,12,0;1;2;4;3
19203,20438,12,0;4;1;3;2
19204,20438,12,0;4;1;3;2
19205,17652,12,0;1;2;4;3
19206,17703,12,0;1;4;3;2
19207,17292,12,0;1;4;2;3
19208,24505,12,0;3;4;1;2
19209,24497,12,0;3;1;2;4
19210,24498,12,0;3;1;2;4
19211,24496,12,0;3;1;4;2
19212,24506,12,0;3;1;4;2
19213,24507,12,0;3;1;4;2
19214,15967,12,0;4;1;2;3
19215,15967,12,0;4;1;2;3
19216,18704,12,0;1;4;3;2
19217,18704,12,0;1;4;3;2
19218,15881,12,0;4;2;1;3
19219,15881,12,0;4;2;1;3
19220,14725,12,0;4;1;3;2
19221,14725,12,0;4;1;3;2
19222,18780,12,0;1;4;3;2
19223,19163,12,0;1;4;3;2
19224,14166,12,0;2;4;3;1
19225,14166,12,0;2;4;3;1
19226,19969,12,0;2;1;3;4
19227,19969,12,0;1;2;3;4
19228,8202,12,0;4;3;2;1
19229,24057,12,0;4;1;3;2
19230,24057,12,0;4;1;3;2
19231,12098,12,0;4;3;2;1
19232,12098,12,0;4;3;2;1
19233,10582,12,0;3;4;2;1
19234,10582,12,0;3;4;2;1
19235,10583,12,0;3;4;2;1
19236,10583,12,0;3;4;2;1
19237,20044,12,0;1;4;3;2
19238,12976,12,0;3;4;2;1
19239,12976,12,0;3;4;2;1
19240,10508,12,0;3;4;1;2
19241,10508,12,0;3;4;1;2
19242,10532,12,0;3;4;1;2
19243,10532,12,0;3;4;1;2
19244,7937,12,0;4;3;2;1
19245,17428,12,0;4;1;3;2
19246,17877,12,0;4;1;3;2
19247,20821,12,0;1;4;3;2
19248,10444,12,0;4;3;2;1
19249,10444,12,0;4;3;2;1
19250,12413,12,0;3;4;2;1
19251,12413,12,0;3;4;2;1
19252,21367,12,0;1;2;3;4
19253,21367,12,0;1;2;3;4
19254,21402,12,0;1;4;3;2
19255,21402,12,0;1;4;3;2
19256,16053,12,0;1;4;3;2
19257,21715,12,0;1;4;3;2
19258,16427,12,0;1;4;3;2
19259,16168,12,0;4;1;3;2
19260,16168,12,0;4;1;3;2
19261,15894,12,0;4;1;2;3
19262,17425,12,0;4;3;1;2
19263,17493,12,0;4;1;3;2
19264,15028,12,0;4;3;2;1
19265,15028,12,0;4;3;2;1
19266,15783,12,0;4;2;1;3
19267,15783,12,0;4;2;1;3
19268,22326,12,0;1;2;4;3
19269,22558,12,0;1;2;3;4
19270,22558,12,0;1;2;3;4
19271,22552,12,0;1;3;4;2
19272,22552,12,0;1;3;4;2
19273,8210,12,0;4;3;2;1
19274,21259,12,0;2;1;3;4
19275,21259,12,0;2;1;3;4
19276,22564,12,0;1;4;2;3
19277,22564,12,0;1;4;2;3
19278,14465,12,0;4;1;3;2
19279,7974,12,0;4;2;3;1
19280,14952,12,0;4;2;1;3
19281,14990,12,0;4;1;3;2
19282,22569,12,0;1;4;3;2
19283,22569,12,0;1;4;3;2
19284,22425,12,0;1;4;3;2
19285,22425,12,0;1;4;3;2
19286,14724,12,0;4;3;1;2
19287,12892,12,0;4;2;3;1
19288,12892,12,0;4;2;3;1
19289,22374,12,0;1;4;3;2
19290,18924,12,0;2;4;1;3
19291,22379,12,0;1;4;3;2
19292,24512,12,0;4;3;1;2
19293,18937,12,0;4;3;1;2
19294,18937,12,0;4;3;1;2
19295,12951,12,0;4;3;1;2
19296,12951,12,0;4;3;1;2
19297,18703,12,0;4;3;1;2
19298,18703,12,0;4;3;1;2
19299,12908,12,0;4;3;2;1
19300,12908,12,0;4;3;2;1
19301,24513,12,0;4;3;1;2
19302,15925,12,0;3;4;2;1
19303,7931,12,0;3;4;2;1
19304,7931,12,0;3;4;2;1
19305,23561,12,0;1;3;2;4
19306,12618,12,0;1;4;3;2
19307,13199,12,0;1;4;3;2
19308,14144,12,0;3;4;2;1
19309,14144,12,0;4;3;2;1
19310,23299,12,0;1;4;2;3
19311,23299,12,0;1;4;2;3
19312,15007,12,0;4;2;1;3
19313,21634,12,0;4;1;3;2
19314,21634,12,0;4;1;3;2
19315,20461,12,0;4;1;3;2
19316,23462,12,0;1;4;3;2
19317,20429,12,0;3;4;1;2
19318,20429,12,0;3;4;1;2
19319,17632,12,0;3;4;2;1
19320,17632,12,0;3;4;2;1
19321,16170,12,0;4;1;3;2
19322,16170,12,0;4;1;3;2
19323,24121,12,0;1;3;2;4
19324,7476,12,0;1;4;3;2
19325,24224,12,0;1;2;4;3
19326,24224,12,0;1;2;4;3
19327,24197,12,0;1;3;4;2
19328,24197,12,0;1;3;4;2
19329,24196,12,0;1;3;4;2
19330,24196,12,0;1;3;4;2
19331,24195,12,0;1;4;3;2
19332,24195,12,0;1;4;3;2
19333,24194,12,0;1;3;4;2
19334,24194,12,0;1;3;4;2
19335,24193,12,0;1;3;4;2
19336,24193,12,0;1;3;4;2
19337,21504,12,0;4;1;2;3
19338,10557,12,0;3;4;2;1
19339,10557,12,0;3;4;2;1
19340,20099,12,0;4;1;3;2
19341,20099,12,0;4;1;3;2
19342,22640,12,0;4;1;3;2
19343,22640,12,0;4;1;3;2
19344,18792,12,0;4;1;2;3
19345,18792,12,0;4;1;2;3
19346,10945,12,0;1;4;3;2
19347,17859,12,0;4;2;1;3
19348,15695,12,0;2;3;1;4
19349,15695,12,0;2;3;1;4
19350,11556,12,0;4;1;3;2
19351,16617,12,0;4;2;3;1
19352,14169,12,0;4;2;3;1
19353,14169,12,0;4;2;3;1
19354,24302,12,0;1;4;3;2
19355,24302,12,0;1;4;3;2
19356,24331,12,0;1;3;4;2
19357,6784,12,0;4;2;3;1
19358,6784,12,0;4;2;3;1
19359,6886,12,0;4;3;1;2
19360,6886,12,0;4;3;1;2
19361,11533,12,0;4;3;1;2
19362,22663,12,0;4;2;1;3
19363,10752,12,0;4;3;2;1
19364,10752,12,0;4;3;2;1
19365,20558,12,0;4;3;1;2
19366,20558,12,0;4;3;1;2
19367,23273,12,0;4;1;2;3
19368,23273,12,0;4;2;1;3
19369,11252,12,0;4;3;2;1
19370,11252,12,0;4;3;2;1
19371,14691,12,0;3;4;2;1
19372,14691,12,0;3;4;2;1
19373,16042,12,0;3;4;1;2
19374,6788,12,0;4;2;3;1
19375,6788,12,0;4;2;3;1
19376,22560,12,0;4;1;3;2
19377,22560,12,0;4;1;3;2
19378,20228,12,0;4;3;1;2
19379,20228,12,0;4;3;1;2
19380,13017,12,0;4;3;1;2
19381,13017,12,0;4;3;1;2
19382,16238,12,0;4;1;2;3
19383,7978,12,0;4;2;3;1
19384,10608,12,0;4;3;2;1
19385,10608,12,0;4;3;2;1
19386,14723,12,0;4;2;3;1
19387,14723,12,0;4;2;3;1
19388,11197,12,0;4;2;3;1
19389,11197,12,0;4;3;2;1
19390,11196,12,0;4;2;3;1
19391,11196,12,0;4;2;3;1
19392,11195,12,0;4;3;2;1
19393,11195,12,0;4;2;3;1
19394,11194,12,0;4;3;2;1
19395,11194,12,0;4;3;2;1
19396,14686,12,0;4;2;1;3
19397,14686,12,0;4;2;1;3
19398,18942,12,0;4;1;3;2
19399,18942,12,0;4;1;3;2
19400,19971,12,0;4;2;3;1
19401,19971,12,0;4;2;3;1
19402,6508,12,0;4;3;2;1
19403,6508,12,0;4;3;2;1
19404,12359,12,0;3;4;1;2
19405,12359,12,0;3;4;1;2
19406,14333,12,0;4;3;2;1
19407,14333,12,0;4;3;1;2
19408,12969,12,0;4;3;1;2
19409,12969,12,0;4;3;1;2
19410,12970,12,0;4;3;1;2
19411,12970,12,0;4;3;1;2
19412,10830,12,0;4;3;1;2
19413,10830,12,0;4;3;1;2
19414,14728,12,0;4;1;3;2
19415,14728,12,0;4;1;3;2
19416,19113,12,0;4;1;2;3
19417,12866,12,0;3;4;1;2
19418,12866,12,0;3;4;1;2
19419,8200,12,0;4;3;2;1
19420,16154,12,0;4;3;2;1
19421,16154,12,0;4;3;2;1
19422,20456,12,0;4;1;3;2
19423,20456,12,0;4;1;3;2
19424,15775,12,0;4;3;2;1
19425,15775,12,0;4;3;2;1
19426,11205,12,0;4;2;3;1
19427,11205,12,0;4;2;3;1
19428,11232,12,0;4;3;2;1
19429,11232,12,0;4;3;2;1
19430,18582,12,0;4;3;2;1
19431,18582,12,0;4;3;2;1
19432,11179,12,0;3;4;2;1
19433,11179,12,0;3;4;2;1
19434,11151,12,0;4;3;2;1
19435,11151,12,0;4;3;2;1
19436,15934,12,0;4;3;1;2
19437,15934,12,0;4;3;1;2
19438,19951,12,0;4;2;1;3
19439,19951,12,0;4;2;1;3
19440,8048,12,0;3;2;4;1
19441,12100,12,0;4;3;2;1
19442,12100,12,0;4;3;2;1
19443,17630,12,0;4;2;3;1
19444,17630,12,0;4;2;3;1
19445,6736,12,0;1;4;3;2
19446,6736,12,0;1;4;3;2
19447,20433,12,0;1;3;2;4
19448,12343,12,0;3;2;1;4
19449,12343,12,0;3;2;1;4
19450,9045,12,0;3;4;2;1
19451,9045,12,0;3;4;2;1
19452,8988,12,0;3;4;2;1
19453,8988,12,0;3;4;2;1
19454,9722,12,0;4;3;2;1
19455,9722,12,0;4;3;2;1
19456,15803,12,0;2;1;4;3
19457,15803,12,0;2;1;4;3
19458,22336,12,0;1;2;4;3
19459,22544,12,0;1;3;2;4
19460,9240,12,0;2;4;3;1
19461,9240,12,0;2;4;3;1
19462,9340,12,0;4;3;2;1
19463,9340,12,0;4;3;2;1
19464,9179,12,0;4;3;2;1
19465,9179,12,0;4;3;2;1
19466,7771,12,0;3;4;2;1
19467,7771,12,0;3;4;2;1
19468,23444,12,0;1;3;4;2
19469,23444,12,0;1;3;4;2
19470,7766,12,0;4;3;1;2
19471,9180,12,0;4;3;1;2
19472,9180,12,0;4;3;1;2
19473,24229,12,0;1;2;3;4
19474,17523,12,0;4;1;3;2
19475,24493,12,0;1;2;3;4
19476,8127,12,0;4;1;3;2
19477,9596,12,0;4;3;2;1
19478,9596,12,0;4;3;2;1
19479,6721,12,0;4;2;3;1
19480,6721,12,0;4;2;3;1
19481,17979,12,0;4;1;3;2
19482,7491,12,0;4;3;2;1
19483,7491,12,0;4;3;2;1
19484,24294,12,0;1;3;4;2
19485,24294,12,0;1;3;4;2
19486,8121,12,0;4;2;3;1
19487,24089,12,0;1;4;2;3
19488,24089,12,0;1;4;2;3
19489,24376,12,0;1;4;3;2
19490,24376,12,0;1;4;3;2
19491,9562,12,0;4;3;1;2
19492,9562,12,0;4;3;1;2
19493,10823,12,0;4;3;1;2
19494,10823,12,0;4;3;1;2
19495,6723,12,0;4;3;2;1
19496,6723,12,0;4;3;2;1
19497,9643,12,0;4;3;2;1
19498,9668,12,0;4;3;2;1
19499,9668,12,0;4;3;2;1
19500,9733,12,0;4;3;2;1
19501,9733,12,0;4;3;2;1
19502,11193,12,0;4;2;3;1
19503,11193,12,0;4;3;2;1
19504,14194,12,0;4;1;3;2
19505,14194,12,0;4;1;3;2
19506,21380,12,0;3;1;4;2
19507,9867,12,0;4;3;1;2
19508,9867,12,0;4;3;1;2
19509,7754,12,0;4;3;2;1
19510,7754,12,0;4;3;2;1
19511,9862,12,0;4;3;2;1
19512,9862,12,0;4;3;2;1
19513,8845,12,0;3;4;2;1
19514,8845,12,0;3;4;2;1
19515,9481,12,0;3;4;2;1
19516,12107,12,0;4;3;1;2
19517,12107,12,0;4;3;1;2
19518,12335,12,0;4;2;3;1
19519,12335,12,0;4;2;3;1
19520,20453,12,0;4;1;3;2
19521,9017,12,0;4;2;3;1
19522,9017,12,0;4;2;3;1
19523,9078,12,0;4;3;1;2
19524,9078,12,0;4;3;1;2
19525,9823,12,0;4;3;2;1
19526,9823,12,0;4;3;2;1
19527,2152,12,0;1;2;4;3
19528,2152,12,0;1;2;4;3
19529,2011,12,0;1;2;4;3
19530,2011,12,0;1;2;4;3
19531,1873,12,0;1;2;4;3
19532,1873,12,0;1;2;4;3
19533,1718,12,0;1;2;4;3
19534,1718,12,0;1;4;2;3
19535,1534,12,0;1;2;4;3
19536,1534,12,0;1;2;4;3
19537,848,12,0;1;4;2;3
19538,848,12,0;1;4;2;3
19539,873,12,0;1;2;4;3
19540,873,12,0;1;2;4;3
19541,920,12,0;1;2;4;3
19542,920,12,0;1;2;4;3
19543,2553,12,0;1;2;4;3
19544,2553,12,0;1;2;4;3
19545,1339,12,0;1;2;4;3
19546,1339,12,0;1;2;4;3
19547,1340,12,0;1;2;4;3
19548,1340,12,0;1;2;4;3
19549,1341,12,0;1;4;2;3
19550,1341,12,0;1;2;4;3
19551,1379,12,0;1;2;4;3
19552,1379,12,0;1;2;4;3
19553,1724,12,0;1;2;4;3
19554,1724,12,0;1;2;4;3
19555,1752,12,0;1;4;2;3
19556,1752,12,0;1;4;2;3
19557,1753,12,0;1;4;2;3
19558,1753,12,0;1;4;2;3
19559,1773,12,0;1;2;4;3
19560,1773,12,0;1;4;2;3
19561,1774,12,0;1;2;4;3
19562,1774,12,0;1;2;4;3
19563,2081,12,0;1;4;2;3
19564,2081,12,0;1;4;2;3
19565,2161,12,0;1;4;2;3
19566,2161,12,0;1;4;2;3
19567,2181,12,0;1;2;4;3
19568,2181,12,0;1;4;2;3
19569,2331,12,0;1;2;4;3
19570,2331,12,0;1;2;4;3
19571,2409,12,0;1;4;2;3
19572,2409,12,0;1;2;4;3
19573,2500,12,0;1;4;2;3
19574,2500,12,0;1;4;2;3
19575,2531,12,0;1;2;4;3
19576,2531,12,0;1;2;4;3
19577,2594,12,0;1;2;4;3
19578,2594,12,0;1;2;4;3
19579,2595,12,0;1;2;4;3
19580,2595,12,0;1;2;4;3
19581,2599,12,0;1;2;4;3
19582,2599,12,0;1;2;4;3
19583,2600,12,0;1;2;4;3
19584,2600,12,0;1;2;4;3
19585,2606,12,0;1;2;4;3
19586,2606,12,0;1;2;4;3
19587,918,12,0;1;3;2;4
19588,918,12,0;1;3;4;2
19589,919,12,0;1;3;2;4
19590,919,12,0;1;3;4;2
19591,1751,12,0;1;3;4;2
19592,1751,12,0;1;3;4;2
19593,1378,12,0;1;3;2;4
19594,1378,12,0;1;3;2;4
19595,2287,12,0;1;3;2;4
19596,2287,12,0;1;3;2;4
19597,2179,12,0;1;3;4;2
19598,2179,12,0;1;3;2;4
19599,2046,12,0;1;3;4;2
19600,2046,12,0;1;3;4;2
19601,1906,12,0;1;3;4;2
19602,1906,12,0;1;3;2;4
19603,1754,12,0;1;3;2;4
19604,1754,12,0;1;3;2;4
19605,1772,12,0;1;3;4;2
19606,1772,12,0;1;3;4;2
19607,2180,12,0;1;3;2;4
19608,2180,12,0;1;3;2;4
19609,1771,12,0;1;3;4;2
19610,1771,12,0;1;3;2;4
19611,2408,12,0;1;3;4;2
19612,2408,12,0;1;3;4;2
19613,2080,12,0;1;3;2;4
19614,2080,12,0;1;3;4;2
19615,938,12,0;1;3;4;2
19616,938,12,0;1;3;2;4
19617,939,12,0;1;3;2;4
19618,939,12,0;1;3;4;2
19619,2332,12,0;1;3;4;2
19620,2332,12,0;1;3;4;2
19621,937,12,0;1;3;2;4
19622,937,12,0;1;3;2;4
19623,1770,12,0;1;3;4;2
19624,1770,12,0;1;3;2;4
19625,2555,12,0;1;3;4;2
19626,2555,12,0;1;3;2;4
19627,940,12,0;1;3;4;2
19628,940,12,0;1;3;4;2
19629,2499,12,0;1;3;4;2
19630,2499,12,0;1;3;4;2
19631,1867,12,0;1;3;2;4
19632,1867,12,0;1;3;2;4
19633,1712,12,0;1;3;4;2
19634,1712,12,0;1;3;2;4
19635,1528,12,0;1;3;2;4
19636,1528,12,0;1;3;2;4
19637,1335,12,0;1;3;4;2
19638,1335,12,0;1;3;2;4
19639,897,12,0;1;3;2;4
19640,897,12,0;1;3;4;2
19641,2621,12,0;1;3;2;4
19642,2621,12,0;1;3;2;4
19643,4240,12,0;1;2;3;4
19644,4240,12,0;1;2;3;4
19645,4604,12,0;1;2;4;3
19646,4604,12,0;1;2;4;3
19647,4254,12,0;1;4;3;2
19648,4254,12,0;1;4;3;2
19649,5361,12,0;1;3;4;2
19650,5361,12,0;1;3;4;2
19651,5320,12,0;1;4;2;3
19652,5320,12,0;1;4;2;3
19653,4427,12,0;1;3;2;4
19654,4427,12,0;1;3;2;4
19655,5328,12,0;1;4;3;2
19656,5328,12,0;1;4;3;2
19657,5497,12,0;1;3;4;2
19658,5497,12,0;1;3;4;2
19659,5066,12,0;1;4;2;3
19660,5066,12,0;1;4;2;3
19661,5202,12,0;1;3;4;2
19662,5202,12,0;1;3;2;4
19663,4448,12,0;1;3;4;2
19664,4448,12,0;1;3;4;2
19665,4435,12,0;1;4;3;2
19666,4435,12,0;1;4;3;2
19667,4917,12,0;1;4;3;2
19668,4917,12,0;1;4;3;2
19669,5233,12,0;1;4;3;2
19670,5233,12,0;1;4;3;2
19671,5859,12,0;1;3;2;4
19672,5859,12,0;1;3;2;4
19673,5719,12,0;1;3;4;2
19674,5719,12,0;1;3;4;2
19675,4163,12,0;1;4;3;2
19676,4163,12,0;1;4;3;2
19677,4451,12,0;1;4;3;2
19678,4451,12,0;1;4;3;2
19679,4818,12,0;1;3;4;2
19680,4818,12,0;1;3;4;2
19681,4825,12,0;1;3;4;2
19682,4825,12,0;1;3;4;2
19683,4751,12,0;1;4;2;3
19684,4751,12,0;1;4;2;3
19685,5157,12,0;1;3;2;4
19686,5157,12,0;1;3;2;4
19687,4808,12,0;1;3;2;4
19688,4808,12,0;1;3;2;4
19689,4684,12,0;1;4;2;3
19690,4684,12,0;1;4;2;3
19691,5778,12,0;1;3;2;4
19692,5778,12,0;1;3;2;4
19693,5812,12,0;1;3;2;4
19694,5812,12,0;1;3;2;4
19695,5472,12,0;1;4;3;2
19696,5472,12,0;1;4;3;2
19697,4478,12,0;1;4;3;2
19698,4478,12,0;1;4;3;2
19699,4711,12,0;1;4;3;2
19700,4711,12,0;1;4;3;2
19701,5414,12,0;1;3;2;4
19702,5414,12,0;1;3;2;4
19703,4903,12,0;1;3;4;2
19704,4903,12,0;1;3;4;2
19705,4752,12,0;1;4;3;2
19706,4752,12,0;1;4;3;2
19707,6060,12,0;1;2;3;4
19708,6060,12,0;1;2;3;4
19709,3094,12,0;1;3;4;2
19710,3094,12,0;1;3;4;2
19711,5336,12,0;1;4;2;3
19712,5336,12,0;1;4;2;3
19713,4704,12,0;1;3;4;2
19714,4704,12,0;1;3;4;2
19715,5930,12,0;1;3;4;2
19716,5930,12,0;1;3;4;2
19717,3136,12,0;1;3;4;2
19718,3136,12,0;1;3;4;2
19719,4940,12,0;1;3;4;2
19720,4940,12,0;1;3;4;2
19721,5862,12,0;1;3;4;2
19722,5862,12,0;1;3;4;2
19723,6152,12,0;1;2;3;4
19724,6152,12,0;1;2;3;4
19725,5160,12,0;1;3;4;2
19726,5160,12,0;1;3;4;2
19727,3044,12,0;1;4;3;2
19728,3044,12,0;1;4;3;2
19729,3108,12,0;1;4;3;2
19730,3108,12,0;1;4;3;2
19731,4919,12,0;1;3;4;2
19732,4919,12,0;1;3;4;2
19733,4920,12,0;1;4;3;2
19734,4920,12,0;1;4;3;2
19735,5549,12,0;1;3;4;2
19736,5549,12,0;1;3;4;2
19737,6088,12,0;1;3;4;2
19738,6088,12,0;1;3;4;2
19739,5500,12,0;1;3;2;4
19740,5500,12,0;1;3;2;4
19741,6193,12,0;1;2;3;4
19742,6193,12,0;1;2;3;4
19743,6021,12,0;1;4;2;3
19744,6021,12,0;1;4;2;3
19745,6213,12,0;1;2;4;3
19746,6213,12,0;1;2;3;4
19747,3116,12,0;1;4;2;3
19748,3116,12,0;1;4;2;3
19749,3263,12,0;1;4;3;2
19750,3263,12,0;1;4;3;2
19751,3154,12,0;1;4;2;3
